学校,考试方式,院系所,专业,研究方向,政治,外语,业务课1,业务课2
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010101)马克思主义哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010102)中国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010103)外国哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010104)逻辑学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010105)伦理学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010105)伦理学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010105)伦理学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010105)伦理学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010105)伦理学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010106)美学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010106)美学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010106)美学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010106)美学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010106)美学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010107)宗教学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(010108)科学技术哲学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(638)哲学基础                 ,(843)哲学原典                 
(10486)武汉大学,统考,(113)哲学学院,(0101Z2)国学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(639)国学文献基础                 ,(844)国学综合知识                 
(10486)武汉大学,统考,(113)哲学学院,(0101Z2)国学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(639)国学文献基础                 ,(844)国学综合知识                 
(10486)武汉大学,统考,(113)哲学学院,(0101Z2)国学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(639)国学文献基础                 ,(844)国学综合知识                 
(10486)武汉大学,统考,(113)哲学学院,(0101Z2)国学,不区分方向,                (101)思想政治理论                ,(201)英语（一）                 ,(639)国学文献基础                 ,(844)国学综合知识                 
